what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1435676552924
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1435676552924
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1435676552925
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1435676552928
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1435676552930
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1435676552949
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1435676552949
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1435676552949
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1435676552950
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1435676552950
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1435676552950
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1435676552951
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1435676552951
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1435676552952
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1435676552952
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1435676552952
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1435676552953
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1435676552953
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1435676552953
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1435676552954
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1435676552954
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1435676552954
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1435676552954
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1435676552955
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1435676552955
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1435676552975
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1435676552976
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1435676552977
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1435676552977
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1435676552977
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1435676552978
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1435676552978
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1435676552979
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1435676552979
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1435676552980
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1435676552980
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1435676552980
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1435676552980
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1435676552981
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1435676552981
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1435676552989
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1435676552990
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1435676552995
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1435676552996
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1435676552996
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1435676552997
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1435676552997
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1435676553006
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1435676553006
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1435676553013
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1435676553013
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1435676553013
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1435676553014
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1435676553021
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1435676553021
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1435676553022
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1435676553022
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1435676553023
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1435676553023
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1435676553024
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1435676553024
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1435676553035
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1435676553035
started,bundle,com.altera.sbtgui.core,14.0.0.200,"com.altera.sbtgui.core",1435676553037
started,bundle,com.altera.sbtgui.integration,14.0.0.200,"com.altera.sbtgui.integration",1435676553038
started,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1435676553038
started,bundle,com.altera.systemconsole,14.0.0.200,"com.altera.systemconsole",1435676553038
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.200,"com.altera.systemconsole.designs.plugin",1435676553039
started,bundle,com.altera.utilities,14.0.0.200,"com.altera.utilities",1435676553039
os,sysinfo,,,"win32",1435676553041
arch,sysinfo,,,"x86_64",1435676553041
ws,sysinfo,,,"win32",1435676553041
locale,sysinfo,,,"en_GB",1435676553041
processors,sysinfo,,,"4",1435676553041
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1435676553041
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1435676553041
java.specification.name,sysinfo,,,"Java Platform API Specification",1435676553041
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1435676553041
java.specification.version,sysinfo,,,"1.6",1435676553041
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1435676553041
java.version,sysinfo,,,"1.6.0_23",1435676553041
java.vm.info,sysinfo,,,"mixed mode",1435676553041
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1435676553041
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1435676553041
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1435676553041
java.vm.specification.version,sysinfo,,,"1.0",1435676553041
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1435676553041
java.vm.version,sysinfo,,,"19.0-b09",1435676553041
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1435676553092
started,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1435676553157
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435676554629
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1435676556123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676558061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676561183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1435676561239
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435676562829
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1435676564431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676573044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676600371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676611001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676625551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435676628558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676643458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676677005
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1435676679317
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1435676683029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676706488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676713724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435676715529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435676734198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676739100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676740844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435676744192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435676746059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676747506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676750902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435676751789
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1435676758179
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1435676759694
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1435676759702
started,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1435676759703
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1435676759703
started,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1435676766046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676766689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676780541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676780796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676782517
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435676782788
opened,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435676790247
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1435676790629
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1435676790630
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1435676790630
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1435676790636
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1435676790637
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435676803653
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435676825806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1435676838106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435676838675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676840467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676945023
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435676945801
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1435676954408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676959695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676963272
executed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1435676963305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676968735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676978374
failed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1435676978459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676987135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676990792
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435676990829
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435676998629
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435677001763
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435677008215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435677024854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678972471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678976764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435679317181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435679318712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435679480599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435679481790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435679673144
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435679673183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435679674814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435679678269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435679685351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680277425
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1435680283337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680296895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680297213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680297735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680297762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680297790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680297837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680297891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680298087
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680298598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680298910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680299140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680299324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680299591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680300095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680300477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680300842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680301030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680301227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680301451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680301659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435680301837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680306926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680310482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680314467
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435680317846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680321050
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435680321063
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435680327613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680332086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680344528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680361285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680361422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680362128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680534838
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435680562166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435680564036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435680570393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680576183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435680577264
