what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435576887414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435576896613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435576897616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435576904105
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435576907265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435576910458
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435576910464
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435576911452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435576914447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435577012614
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1435577020590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435577024701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435577025869
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435577033073
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435577036148
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435577042551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435577048122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435578857681
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435578859913
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435578860173
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435578860341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435578871719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435579059529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435579064442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435580150296
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435580150431
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435580159766
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435580160733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435580169235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435580190035
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435580193275
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1435580194322
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1435580217296
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435580218085
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435580232177
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435580235685
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435580240812
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435580243050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435580251478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435580396363
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435580396378
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435580411134
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1435580412422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435580421490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581129077
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435581138334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581150662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581152853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581154657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581275565
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435581283453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581283614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581286398
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435581286404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581288761
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435581291835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581297247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581329055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581335065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581411281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581412693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581743660
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435581744905
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435581756260
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1435581757170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581802079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581804986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581806132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581812794
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435581819092
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435581822160
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435581827801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581837404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581871028
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435581871036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581878771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581893887
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435581894869
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1435581897253
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435581918414
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1435581922023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435581932082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582433678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582433927
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435582440888
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1435582442376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582448736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582570425
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435582570433
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435582585129
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1435582586005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582598545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582655390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582663201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582693448
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435582693469
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435582697004
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1435582701446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582708827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582738005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582740028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582783615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582790408
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435582791481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582794540
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435582794544
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --go, --sidp=0x10000, --id=0xacd51302, /cygdrive/c/Users/diaaj/Documents/Quartus/soc_system_RT_CIV/software/SocNios/SocNios.elf] return code: 4, 'other error'",1435582800871
error,log,,,"Downloading ELF Process failed",1435582800886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582800973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582805101
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1435582817702
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435582818966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435582823924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587611493
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435587611524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587769314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590059408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590103817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590339864
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435590339918
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435590342843
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1435590353490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590356649
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590368954
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435590377157
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435590380245
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435590386663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590391704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590638737
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435590638752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590643867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590655533
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435590657482
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1435590658670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590677135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590703397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590706752
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435590709359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435590712412
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435590712418
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435590717993
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435668922001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435668987143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435672928017
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435672931299
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435672951165
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435672964437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435672971420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435672973575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435672974536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435673228458
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435673237968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435673257325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435673258537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435673261471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435673383164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435673588348
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435673609888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435673609912
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435673609946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435673615604
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435674658152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435674658188
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435674658221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435674674801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435674862472
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435674862486
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435674862558
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435674869154
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435674874864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435674880618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435674887957
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435674888527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435674889677
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435674891428
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1435674892664
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435674897946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435674926002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435674933815
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435674940255
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435674943273
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435674949672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435674954205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435674978916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435674998685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435675000454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435675032686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435675035979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676257888
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1435676266414
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435676266658
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1435676267366
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1435676267369
stopped,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1435676267369
stopped,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1435676268369
stopped,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1435676268369
stopped,bundle,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui",1435676268369
stopped,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1435676268369
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1435676268369
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1435676268369
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1435676268369
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1435676268369
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1435676268370
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1435676268370
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1435676268390
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1435676552891
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1435676552892
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1435676552892
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1435676552893
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1435676552893
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1435676552893
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1435676552894
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1435676552894
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1435676552894
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1435676552902
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1435676552912
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1435676552918
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1435676552919
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1435676552919
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1435676552919
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1435676552919
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1435676552920
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1435676552921
